Time,P,P30,P90,dPoc,V,V30,N,N30,signal1,signal2,signal4,signal6,buytheo,selltheo,buy,sell,asset,position,pnl,fees
2019-03-08 01:49:00,0.000534,0.0005340500000000414,0.0005337499999999995,0.0,0.0,41.42350000001024,0.0,0.95,0.0,0.0,0.0,0.0,0.0005339499999999585,0.0005342500000000004,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:50:00,0.000534,0.0005340000000000344,0.0005337666666666685,0.0,9.36,11.87750000001397,1.0,0.8,0.0,0.0,0.0,0.0,0.0005339999999999655,0.0005342333333333315,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:51:00,0.000534,0.0005340000000000344,0.0005337499999999995,0.0,0.0,11.241500000015368,0.0,0.7,0.0,0.0,0.0,0.0,0.0005339999999999655,0.0005342500000000004,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:52:00,0.000534,0.0005340500000000414,0.0005337166666666615,0.0,0.0,11.241500000015368,0.0,0.7,0.0,0.0,0.0,0.0,0.0005339499999999585,0.0005342833333333385,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:53:00,0.000534,0.0005340000000000344,0.0005336833333333235,0.0,0.0,10.400500000012107,0.0,0.65,0.0,0.0,0.0,0.0,0.0005339999999999655,0.0005343166666666765,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:54:00,0.000534,0.0005339500000000275,0.0005336499999999856,0.0,0.0,9.746500000008382,0.0,0.6,0.0,1.0,0.0,0.0,0.0005340499999999725,0.0005343500000000144,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:55:00,0.000534,0.0005339000000000205,0.0005336499999999856,0.0,0.0,9.746500000008382,0.0,0.6,0.0,1.0,0.0,0.0,0.0005340999999999794,0.0005343500000000144,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:56:00,0.000533,0.0005338000000000065,0.0005336166666666476,0.0,4.29,9.961000000010245,1.0,0.65,0.0,0.0,0.0,0.0,0.0005321999999999936,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:57:00,0.000534,0.0005337499999999995,0.0005336333333333165,0.0,3.73,10.147500000009313,1.0,0.7,0.0,1.0,0.0,0.0,0.0005342500000000004,0.0005343666666666834,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:58:00,0.000534,0.0005336999999999925,0.0005336333333333165,0.0,0.0,9.093000000005123,0.0,0.6,0.0,1.0,0.0,0.0,0.0005343000000000074,0.0005343666666666834,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:59:00,0.000533,0.0005335999999999785,0.0005336333333333165,0.0,74.87,12.83650000001071,2.0,0.7,0.0,0.0,0.0,0.0,0.0005324000000000216,0.0005323666666666836,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:00:00,0.000533,0.0005335999999999785,0.0005336333333333165,0.0,0.0,12.587000000011177,0.0,0.65,0.0,0.0,0.0,0.0,0.0005324000000000216,0.0005323666666666836,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:01:00,0.000533,0.0005335999999999785,0.0005336166666666476,0.0,13.22,12.612000000011175,1.0,0.65,0.0,0.0,0.0,0.0,0.0005324000000000216,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:02:00,0.000533,0.0005335999999999785,0.0005336166666666476,0.0,0.0,12.612000000011175,0.0,0.65,0.0,0.0,0.0,0.0,0.0005324000000000216,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:03:00,0.000533,0.0005335999999999785,0.0005335999999999785,0.0,0.0,12.612000000011175,0.0,0.65,0.0,0.0,0.0,0.0,0.0005324000000000216,0.0005324000000000216,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:04:00,0.000533,0.0005335999999999785,0.0005335999999999785,0.0,189.82,15.951500000013038,4.0,0.8,0.0,0.0,0.0,0.0,0.0005324000000000216,0.0005324000000000216,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:05:00,0.000533,0.0005335499999999715,0.0005335999999999785,0.0,6.0,16.156500000017694,1.0,0.8,0.0,0.0,0.0,0.0,0.0005324500000000286,0.0005324000000000216,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:06:00,0.000533,0.0005335499999999715,0.0005336166666666476,0.0,0.0,15.532500000018626,0.0,0.6,0.0,0.0,0.0,0.0,0.0005324500000000286,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:07:00,0.000533,0.0005334999999999646,0.0005336166666666476,0.0,500.0,40.0645000000135,1.0,0.6,0.0,0.0,0.0,0.0,0.0005325000000000355,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:08:00,0.000533,0.0005334499999999576,0.0005336166666666476,0.0,0.0,40.0645000000135,0.0,0.6,0.0,0.0,0.0,0.0,0.0005325500000000425,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:09:00,0.000533,0.0005333999999999506,0.0005336166666666476,0.0,0.0,40.0645000000135,0.0,0.6,0.0,0.0,0.0,0.0,0.0005326000000000495,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:10:00,0.000533,0.0005333499999999435,0.0005336166666666476,0.0,0.0,39.59650000000838,0.0,0.55,0.0,0.0,0.0,0.0,0.0005326500000000566,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:11:00,0.000533,0.0005332999999999366,0.0005336166666666476,0.0,55.23,42.35800000000745,2.0,0.65,0.0,0.0,0.0,0.0,0.0005327000000000635,0.0005323833333333526,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:12:00,0.000533,0.0005332499999999296,0.0005335999999999785,0.0,2.13,42.46450000000186,1.0,0.7,0.0,0.0,0.0,0.0,0.0005327500000000705,0.0005324000000000216,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:13:00,0.000533,0.0005331999999999226,0.0005335833333333095,0.0,0.0,42.46450000000186,0.0,0.7,0.0,0.0,0.0,0.0,0.0005328000000000775,0.0005324166666666906,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:14:00,0.000533,0.0005331499999999157,0.0005335666666666406,0.0,145.99,49.764000000001396,2.0,0.8,0.0,0.0,0.0,0.0,0.0005328500000000844,0.0005324333333333595,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:15:00,0.000533,0.0005330999999999086,0.0005335499999999715,0.0,0.0,49.764000000001396,0.0,0.8,0.0,0.0,0.0,0.0,0.0005329000000000915,0.0005324500000000286,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:16:00,0.000533,0.0005330999999999086,0.0005335333333333026,0.0,0.0,49.54949999999953,0.0,0.75,0.0,0.0,0.0,0.0,0.0005329000000000915,0.0005324666666666975,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:17:00,0.000533,0.0005330499999999016,0.0005335166666666335,0.0,0.0,49.36300000000047,0.0,0.7,0.0,0.0,0.0,0.0,0.0005329500000000985,0.0005324833333333666,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:18:00,0.000533,0.0005329999999998947,0.0005335166666666335,0.0,53.04,52.01500000000233,3.0,0.85,0.0,1.0,0.0,0.0,0.0005330000000001054,0.0005324833333333666,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:19:00,0.000533,0.0005329999999998947,0.0005335333333333026,0.0,0.0,48.27149999999674,0.0,0.75,0.0,1.0,0.0,0.0,0.0005330000000001054,0.0005324666666666975,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:20:00,0.000533,0.0005329999999998947,0.0005335333333333026,0.0,0.0,48.27149999999674,0.0,0.75,0.0,1.0,0.0,0.0,0.0005330000000001054,0.0005324666666666975,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:21:00,0.000533,0.0005329999999998947,0.0005335333333333026,0.0,0.0,47.61049999999814,0.0,0.7,0.0,1.0,0.0,0.0,0.0005330000000001054,0.0005324666666666975,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:22:00,0.000533,0.0005329999999998947,0.0005335333333333026,0.0,729.14,84.06749999999302,2.0,0.8,0.0,1.0,0.0,0.0,0.0005330000000001054,0.0005324666666666975,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:23:00,0.000533,0.0005329999999998947,0.0005335333333333026,0.0,0.0,84.06749999999302,0.0,0.8,0.0,1.0,0.0,0.0,0.0005330000000001054,0.0005324666666666975,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:24:00,0.000533,0.0005329999999998947,0.0005335166666666335,0.0,0.0,74.57649999998975,0.0,0.6,0.0,1.0,0.0,0.0,0.0005330000000001054,0.0005324833333333666,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:25:00,0.000532,0.0005329499999998877,0.0005334999999999646,0.0,4.68,74.5104999999865,1.0,0.6,0.0,0.0,0.0,0.0,0.0005310500000001124,0.0005305000000000355,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:26:00,0.000532,0.0005328999999998807,0.0005334833333332956,0.0,0.0,74.5104999999865,0.0,0.6,0.0,0.0,0.0,0.0,0.0005311000000001193,0.0005305166666667045,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:27:00,0.000532,0.0005328499999998737,0.0005334666666666265,0.0,0.0,49.51049999998649,0.0,0.55,0.0,0.0,0.0,0.0,0.0005311500000001264,0.0005305333333333735,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:28:00,0.000532,0.0005327999999998667,0.0005334333333332885,0.0,337.74,66.39749999998602,11.0,1.1,0.0,0.0,0.0,0.0,0.0005312000000001334,0.0005305666666667115,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:29:00,0.000532,0.0005327499999998597,0.0005333999999999506,0.0,0.0,66.39749999998602,0.0,1.1,0.0,0.0,0.0,0.0,0.0005312500000001403,0.0005306000000000494,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:30:00,0.000533,0.0005327499999998597,0.0005333666666666126,0.0,24.89,67.64199999998091,2.0,1.2,0.0,1.0,0.0,0.0,0.0005332500000001404,0.0005326333333333875,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:31:00,0.000533,0.0005327499999998597,0.0005333499999999435,0.0,1.88,64.97449999997625,1.0,1.15,0.0,1.0,0.0,0.0,0.0005332500000001404,0.0005326500000000566,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:32:00,0.000532,0.0005326999999998528,0.0005333333333332746,0.0,27.77,66.25649999998276,1.0,1.15,0.0,0.0,0.0,0.0,0.0005313000000001473,0.0005306666666667255,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:33:00,0.000532,0.0005326499999998458,0.0005332833333332676,-0.0018814680997056854,406.19,86.56599999997998,9.0,1.6,0.0,0.0,0.0,0.0,0.0005313500000001543,0.0005307166666667324,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:34:00,0.000533,0.0005326499999998458,0.0005332499999999296,0.0,97.1,84.1214999999851,6.0,1.8,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005327500000000705,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:35:00,0.000533,0.0005326499999998458,0.0005332166666665916,0.0,4.0,84.3214999999851,2.0,1.9,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005327833333334085,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:36:00,0.000533,0.0005326499999998458,0.0005331833333332536,0.0,0.0,84.3214999999851,0.0,1.9,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005328166666667465,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:37:00,0.000533,0.0005326499999998458,0.0005331499999999157,0.0,0.0,84.3214999999851,0.0,1.9,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005328500000000844,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:38:00,0.000533,0.0005326499999998458,0.0005331166666665777,0.0,2.81,81.80999999998603,1.0,1.8,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005328833333334224,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:39:00,0.000533,0.0005326499999998458,0.0005330833333332397,0.0,0.0,81.80999999998603,0.0,1.8,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005329166666667605,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:40:00,0.000533,0.0005326499999998458,0.0005330833333332397,0.0,61.22,84.87099999998463,3.0,1.95,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005329166666667605,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:41:00,0.000533,0.0005326499999998458,0.0005330833333332397,0.0,0.0,84.87099999998463,0.0,1.95,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005329166666667605,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:42:00,0.000533,0.0005326499999998458,0.0005330833333332397,-0.0018779348242006222,128.56,54.84199999999255,3.0,2.0,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005329166666667605,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:43:00,0.000532,0.0005325999999998387,0.0005330666666665707,0.0,0.0,54.84199999999255,0.0,2.0,0.0,0.0,0.0,0.0,0.0005314000000001613,0.0005309333333334294,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:44:00,0.000532,0.0005325499999998317,0.0005330499999999016,0.0,187.95,64.23949999999022,1.0,2.05,0.0,0.0,0.0,0.0,0.0005314500000001683,0.0005309500000000984,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:45:00,0.000533,0.0005325999999998387,0.0005330333333332327,0.0,5.22,64.26649999999208,1.0,2.05,0.0,1.0,0.0,0.0,0.0005334000000001614,0.0005329666666667674,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:46:00,0.000533,0.0005326499999998458,0.0005330333333332327,0.0,72.91,67.9119999999879,2.0,2.15,0.0,1.0,0.0,0.0,0.0005333500000001543,0.0005329666666667674,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:47:00,0.000533,0.0005326999999998528,0.0005330166666665636,0.0,88.46,72.33499999998602,2.0,2.25,0.0,1.0,0.0,0.0,0.0005333000000001473,0.0005329833333334365,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:48:00,0.000533,0.0005327499999998597,0.0005329999999998947,0.0,10.55,55.97549999998883,2.0,1.8,0.0,1.0,0.0,0.0,0.0005332500000001404,0.0005330000000001054,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:49:00,0.000532,0.0005327499999998597,0.0005329666666665567,0.0,116.97,61.82399999998743,4.0,2.0,0.0,0.0,0.0,0.0,0.0005312500000001403,0.0005310333333334434,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:50:00,0.000532,0.0005326999999998528,0.0005329333333332186,0.0,0.0,60.57949999999255,0.0,1.9,0.0,0.0,0.0,0.0,0.0005313000000001473,0.0005310666666667814,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:51:00,0.000532,0.0005326499999998458,0.0005328999999998807,0.0,0.0,60.48549999999814,0.0,1.85,0.0,0.0,0.0,0.0,0.0005313500000001543,0.0005311000000001193,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:52:00,0.000532,0.0005326499999998458,0.0005328666666665427,0.0,0.0,59.09699999999721,0.0,1.8,0.0,0.0,0.0,0.0,0.0005313500000001543,0.0005311333333334573,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:53:00,0.000533,0.0005326999999998528,0.0005328499999998737,0.0,227.1,50.14250000000466,3.0,1.5,0.0,1.0,0.0,0.0,0.0005333000000001473,0.0005331500000001264,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:54:00,0.000533,0.0005326999999998528,0.0005328333333332047,0.0,0.0,45.2875,0.0,1.2,0.0,1.0,0.0,0.0,0.0005333000000001473,0.0005331666666667954,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:55:00,0.000533,0.0005326999999998528,0.0005328166666665358,0.0,0.0,45.0875,0.0,1.1,0.0,1.0,0.0,0.0,0.0005333000000001473,0.0005331833333334644,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:56:00,0.000533,0.0005326999999998528,0.0005328166666665358,0.0,47.72,47.4734999999986,3.0,1.25,0.0,1.0,0.0,0.0,0.0005333000000001473,0.0005331833333334644,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:57:00,0.000534,0.0005327499999998597,0.0005328166666665358,0.0,6101.69,352.5579999999958,6.0,1.55,1.0,1.0,0.0,0.0,0.0005352500000001402,0.0005351833333334642,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:58:00,0.000534,0.0005327999999998667,0.0005328166666665358,0.0,7.2,352.7774999999907,1.0,1.55,0.0,1.0,0.0,0.0,0.0005352000000001332,0.0005351833333334642,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 02:59:00,0.000534,0.0005328499999998737,0.0005328333333332047,0.0,4.9,353.02249999998605,2.0,1.65,0.0,1.0,0.0,0.0,0.0005351500000001263,0.0005351666666667952,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 03:00:00,0.000534,0.0005328999999998807,0.0005328499999998737,-0.00187441479434991,80.97,354.009999999986,4.0,1.7,0.0,1.0,0.0,0.0,0.0005351000000001192,0.0005351500000001263,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 03:01:00,0.000533,0.0005328999999998807,0.0005328499999998737,0.0,0.0,354.009999999986,0.0,1.7,0.0,1.0,0.0,0.0,0.0005331000000001194,0.0005331500000001264,0.0,0.0,0.0,0.0,0.0,0.0
