Time,P,P30,P90,dPoc,V,V30,N,N30,signal1,signal2,signal4,signal6,buytheo,selltheo,buy,sell,asset,position,pnl,fees
2019-03-08 01:09:00,0.000533,0.0005338000000000065,0.0005343333333334144,0.0,0.0,59.19999999998836,0.0,1.8,0.0,0.0,0.0,0.0,0.0005321999999999936,0.0005316666666665857,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:10:00,0.000533,0.0005338000000000065,0.0005343000000000764,-0.0018779348242006222,267.46,69.67249999998603,8.0,2.1,0.0,0.0,0.0,0.0,0.0005321999999999936,0.0005316999999999237,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:11:00,0.000533,0.0005336999999999925,0.0005342833333334074,0.00187441479434991,36.32,70.2744999999879,2.0,2.05,0.0,0.0,0.0,1.0,0.0005323000000000076,0.0005317166666665927,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:12:00,0.000534,0.0005335999999999785,0.0005342833333334074,0.0,0.0,69.80849999998463,0.0,2.0,0.0,1.0,0.0,0.0,0.0005344000000000214,0.0005337166666665925,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:13:00,0.000534,0.0005334999999999646,0.0005342833333334074,0.0,80.37,73.82699999999022,4.0,2.2,0.0,1.0,0.0,0.0,0.0005345000000000354,0.0005337166666665925,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:14:00,0.000534,0.0005333999999999506,0.0005343000000000764,0.0,0.0,73.82699999999022,0.0,2.2,0.0,1.0,0.0,0.0,0.0005346000000000493,0.0005336999999999236,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:15:00,0.000534,0.0005333999999999506,0.0005342666666667383,0.0,0.0,62.59449999999488,0.0,1.95,0.0,1.0,0.0,0.0,0.0005346000000000493,0.0005337333333332616,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:16:00,0.000534,0.0005333499999999435,0.0005342333333334004,0.0,0.0,60.725500000000466,0.0,1.85,0.0,1.0,0.0,0.0,0.0005346500000000564,0.0005337666666665995,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:17:00,0.000534,0.0005333999999999506,0.0005342000000000624,-0.00187441479434991,72.16,56.58349999999628,3.0,1.9,0.0,1.0,0.0,0.0,0.0005346000000000493,0.0005337999999999375,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:18:00,0.000533,0.0005333499999999435,0.0005342000000000624,0.0,53.56,51.76899999999441,3.0,1.9,0.0,0.0,0.0,0.0,0.0005326500000000566,0.0005317999999999377,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:19:00,0.000532,0.0005332999999999366,0.0005341333333333864,0.0018779348242006222,968.15,100.17649999998976,20.0,2.9,0.0,0.0,0.0,1.0,0.0005307000000000635,0.0005298666666666137,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:20:00,0.000533,0.0005332999999999366,0.0005340833333333794,0.0,0.0,90.16349999998928,0.0,2.7,0.0,0.0,0.0,0.0,0.0005327000000000635,0.0005319166666666207,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:21:00,0.000533,0.0005332499999999296,0.0005340666666667105,0.0,0.0,89.22749999999068,0.0,2.65,0.0,0.0,0.0,0.0,0.0005327500000000705,0.0005319333333332896,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:22:00,0.000533,0.0005332499999999296,0.0005340500000000414,0.0,0.0,88.6329999999958,0.0,2.5,0.0,0.0,0.0,0.0,0.0005327500000000705,0.0005319499999999587,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:23:00,0.000533,0.0005331999999999226,0.0005340000000000344,0.0,0.0,86.75699999999487,0.0,2.45,0.0,0.0,0.0,0.0,0.0005328000000000775,0.0005319999999999657,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:24:00,0.000534,0.0005332499999999296,0.0005340000000000344,0.0,137.04,82.08900000000139,1.0,2.25,0.0,1.0,0.0,0.0,0.0005347500000000703,0.0005339999999999655,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:25:00,0.000533,0.0005332499999999296,0.0005339833333333655,0.0,18.84,83.03100000000559,3.0,2.4,0.0,0.0,0.0,0.0,0.0005327500000000705,0.0005320166666666346,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:26:00,0.000533,0.0005332999999999366,0.0005339666666666964,0.0,0.0,81.69500000000698,0.0,2.2,0.0,0.0,0.0,0.0,0.0005327000000000635,0.0005320333333333037,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:27:00,0.000533,0.0005332999999999366,0.0005339500000000275,0.00187441479434991,593.43,111.36650000000373,9.0,2.65,0.0,0.0,0.0,1.0,0.0005327000000000635,0.0005320499999999726,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:28:00,0.000534,0.0005333499999999435,0.0005339500000000275,0.0,0.0,111.36650000000373,0.0,2.65,0.0,1.0,0.0,0.0,0.0005346500000000564,0.0005340499999999725,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:29:00,0.000534,0.0005333999999999506,0.0005339333333333584,0.0,0.0,111.36650000000373,0.0,2.65,0.0,1.0,0.0,0.0,0.0005346000000000493,0.0005340666666666415,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:30:00,0.000535,0.0005334999999999646,0.0005339333333333584,-0.0037453227301620373,600.28,128.00750000000698,4.0,2.45,0.0,1.0,0.0,0.0,0.0005365000000000354,0.0005360666666666416,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:31:00,0.000534,0.0005335499999999715,0.0005339166666666895,-0.00187441479434991,12.72,126.82750000000233,2.0,2.45,0.0,1.0,0.0,0.0,0.0005344500000000284,0.0005340833333333105,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:32:00,0.000533,0.0005334999999999646,0.0005339000000000205,0.0,0.0,126.82750000000233,0.0,2.45,0.0,0.0,0.0,0.0,0.0005325000000000355,0.0005320999999999796,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:33:00,0.000535,0.0005335499999999715,0.0005339166666666895,0.0,16.82,123.65,1.0,2.3,0.0,1.0,0.0,0.0,0.0005364500000000285,0.0005360833333333105,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:34:00,0.000535,0.0005335999999999785,0.0005339166666666895,0.0,13.08,124.30400000000373,1.0,2.35,0.0,1.0,0.0,0.0,0.0005364000000000215,0.0005360833333333105,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:35:00,0.000535,0.0005336499999999856,0.0005339333333333584,0.0,0.0,124.30400000000373,0.0,2.35,0.0,1.0,0.0,0.0,0.0005363500000000144,0.0005360666666666416,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:36:00,0.000535,0.0005336999999999925,0.0005339333333333584,0.0,0.0,124.30400000000373,0.0,2.35,0.0,1.0,0.0,0.0,0.0005363000000000075,0.0005360666666666416,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:37:00,0.000535,0.0005337499999999995,0.0005339333333333584,0.0,0.0,120.69600000000791,0.0,2.2,0.0,1.0,0.0,0.0,0.0005362500000000005,0.0005360666666666416,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:38:00,0.000535,0.0005338500000000134,0.0005339333333333584,0.0,21.09,119.07250000000931,2.0,2.15,0.0,1.0,0.0,0.0,0.0005361499999999866,0.0005360666666666416,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:39:00,0.000535,0.0005340000000000344,0.0005339333333333584,0.0,0.0,70.66500000001398,0.0,1.15,0.0,1.0,0.0,0.0,0.0005359999999999655,0.0005360666666666416,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:40:00,0.000533,0.0005340000000000344,0.0005339000000000205,0.0,4.99,70.9145000000135,1.0,1.2,0.0,0.0,0.0,0.0,0.0005319999999999657,0.0005320999999999796,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:41:00,0.000533,0.0005340000000000344,0.0005338666666666825,0.0,12.72,71.55050000001211,1.0,1.25,0.0,0.0,0.0,0.0,0.0005319999999999657,0.0005321333333333176,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:42:00,0.000533,0.0005340000000000344,0.0005338333333333445,0.0,0.0,71.55050000001211,0.0,1.25,0.0,0.0,0.0,0.0,0.0005319999999999657,0.0005321666666666556,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:43:00,0.000533,0.0005340000000000344,0.0005338000000000065,0.0,0.0,71.55050000001211,0.0,1.25,0.0,0.0,0.0,0.0,0.0005319999999999657,0.0005321999999999936,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:44:00,0.000533,0.0005339500000000275,0.0005337666666666685,0.0,123.03,70.85000000001165,1.0,1.25,0.0,0.0,0.0,0.0,0.0005320499999999726,0.0005322333333333317,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:45:00,0.000534,0.0005340000000000344,0.0005337833333333375,0.0,1.9,70.0030000000028,1.0,1.15,0.0,0.0,0.0,0.0,0.0005339999999999655,0.0005342166666666624,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:46:00,0.000533,0.0005340000000000344,0.0005337666666666685,0.00187441479434991,12.48,70.62700000000186,4.0,1.35,0.0,0.0,0.0,1.0,0.0005319999999999657,0.0005322333333333317,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:47:00,0.000534,0.0005340500000000414,0.0005337666666666685,0.0,9.36,41.42350000001024,1.0,0.95,0.0,0.0,0.0,0.0,0.0005339499999999585,0.0005342333333333315,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08 01:48:00,0.000534,0.0005340500000000414,0.0005337666666666685,0.0,0.0,41.42350000001024,0.0,0.95,0.0,0.0,0.0,0.0,0.0005339499999999585,0.0005342333333333315,0.0,0.0,0.0,0.0,0.0,0.0
